tenure,signup_date,last_active_days,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,avg_monthly_usage,number_of_logins,complaints_count,customer_support_calls,late_payments,charges_per_month,tenure_group,engagement_score,Churn,cluster,customer_segment,churn_prob,expected_remaining,CLV
33,2021-03-22,34,Female,0,No,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,65.56,2161.9,69.7,11,3,5,0,65.51,Loyal,52.4,No,3,Loyal Mid-tier,0.14839052,39,2177.429153337479
66,2018-06-15,66,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.85,5600.04,53.1,23,4,4,0,84.85,Veteran,56.0,No,1,Veteran Champion,0.281956,6,365.5562220811844
38,2020-10-23,225,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),93.38,3548.93,81.1,17,3,5,0,93.39,Loyal,60.2,Yes,1,Veteran Champion,0.1703043,34,2634.2174769210815
4,2023-08-20,24,Male,0,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.66,275.97,59.8,13,4,3,2,68.99,New,36.9,Yes,3,Loyal Mid-tier,0.81900626,68,857.3456071901321
52,2019-08-24,106,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,85.78,4465.21,74.5,19,3,4,1,85.87,Veteran,58.8,No,1,Veteran Champion,0.0407452,20,1645.6975370645523
51,2019-09-10,263,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),81.29,4136.32,29.2,16,2,1,0,81.1,Veteran,59.2,No,1,Veteran Champion,0.008878142,21,1691.934264060259
8,2023-04-12,157,Male,0,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,116.94,944.87,46.0,16,2,2,2,118.11,New,36.6,No,3,Loyal Mid-tier,0.82244915,64,1328.8189867401122
45,2020-03-23,17,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,79.4,3575.76,66.3,19,3,4,2,79.46,Loyal,52.7,Yes,1,Veteran Champion,0.10981168,27,1908.3857555150987
29,2021-08-01,29,Female,0,No,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.08,2521.08,72.8,19,5,7,1,86.93,Loyal,44.8,Yes,3,Loyal Mid-tier,0.83663577,43,611.7075633215904
40,2020-08-04,234,Male,0,Yes,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),63.49,2536.19,68.3,10,2,2,1,63.4,Loyal,53.8,No,0,Loyal Mid-tier,0.016274277,32,1998.6158842277528
53,2019-07-28,280,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.04,1327.22,43.9,24,0,1,0,25.04,Veteran,68.2,No,2,Veteran Champion,0.0024847267,19,474.5778606557846
69,2018-04-01,12,Female,0,Yes,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,95.82,6599.61,106.3,20,5,5,1,95.65,Veteran,66.2,No,1,Veteran Champion,0.014648637,3,283.24910875439645
9,2023-03-18,18,Male,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,181.61,53.6,12,3,6,0,20.18,New,42.4,No,0,Loyal Mid-tier,0.4466072,63,697.2748875617981
7,2023-05-08,252,Male,0,No,No,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,72.53,507.79,83.7,15,1,3,0,72.54,New,55.3,No,0,Loyal Mid-tier,0.19096711,65,3814.145235657692
18,2022-06-08,253,Female,1,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),95.84,1727.08,59.8,13,5,7,0,95.95,Regular,41.6,Yes,3,Loyal Mid-tier,0.9156436,54,436.5748790359498
56,2019-04-22,336,Female,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,72.02,4032.13,91.5,26,1,2,0,72.0,Veteran,74.1,No,2,Veteran Champion,0.005491935,16,1145.9915595436096
19,2022-05-25,20,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.0,378.64,48.5,19,2,3,0,19.93,Regular,54.7,No,0,Loyal Mid-tier,0.03037378,53,1027.8038227558136
42,2020-06-07,169,Female,0,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,54.21,2276.37,61.8,12,2,3,1,54.2,Loyal,52.2,No,0,Loyal Mid-tier,0.016927153,30,1598.771419751644
1,2023-11-27,23,Male,0,Yes,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.79,81.55,69.4,9,5,7,0,81.55,New,35.9,No,3,Loyal Mid-tier,0.27915114,71,4288.394734759927
1,2023-11-17,7,Male,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.92,29.7,78.5,21,1,5,1,29.7,New,54.2,No,0,Loyal Mid-tier,0.097615644,71,2045.0916791582108
0,2023-12-29,11,Female,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,92.23,0.0,54.2,22,5,7,1,92.23,New,27.9,Yes,3,Loyal Mid-tier,0.96804464,72,212.20149447441102
22,2022-02-11,59,Male,0,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,85.73,1891.73,61.0,16,3,7,0,85.99,Regular,44.2,No,3,Loyal Mid-tier,0.2753789,50,3106.0881630182266
47,2020-01-06,213,Male,1,Yes,Yes,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,82.67,3880.15,82.4,17,4,7,2,82.56,Loyal,49.9,No,1,Veteran Champion,0.14873749,25,1759.3467921763659
11,2023-01-03,359,Female,0,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,87.85,970.3,49.1,14,3,3,2,88.21,New,36.2,Yes,3,Loyal Mid-tier,0.7422506,61,1381.2402579456566
63,2018-09-21,30,Male,0,No,No,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),81.12,5109.02,76.8,21,2,5,2,81.1,Veteran,66.5,No,1,Veteran Champion,0.014364346,9,719.5928667640686
2,2023-10-15,17,Male,0,No,No,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.76,153.09,64.9,17,3,4,0,76.54,New,46.4,No,3,Loyal Mid-tier,0.4594097,70,2829.017086029053
67,2018-05-28,349,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.54,5126.12,73.3,18,2,3,0,76.51,Veteran,72.0,No,1,Veteran Champion,0.0044569466,5,380.9943300902844
4,2023-08-27,4,Male,0,No,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,81.17,333.81,57.0,15,5,4,1,83.45,New,33.9,Yes,3,Loyal Mid-tier,0.8920414,68,595.8840520501137
5,2023-08-01,10,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,100.7,72.0,20,1,5,0,20.14,New,48.5,No,0,Loyal Mid-tier,0.05874756,67,1261.2783098220825
6,2023-06-16,104,Female,0,Yes,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),76.82,456.61,44.3,15,1,2,0,76.1,New,43.3,No,0,Loyal Mid-tier,0.4601431,66,2737.139320106506
19,2022-06-01,211,Female,0,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,107.44,2038.12,66.6,18,4,7,0,107.27,Regular,42.3,Yes,3,Loyal Mid-tier,0.67451173,53,1853.4343618059158
6,2023-06-27,102,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.38,128.41,71.0,18,4,7,0,21.4,New,40.2,Yes,3,Loyal Mid-tier,0.4193674,66,819.3190032148361
15,2022-09-04,111,Male,0,Yes,No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),73.23,1100.1,62.0,18,1,2,1,73.34,Regular,57.1,No,0,Loyal Mid-tier,0.023774689,57,4074.871855958105
69,2018-03-04,260,Female,0,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,107.29,7402.74,47.5,18,3,6,1,107.29,Veteran,57.1,No,1,Veteran Champion,0.10484488,3,288.123582277894
3,2023-09-16,21,Male,0,Yes,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),111.33,334.54,62.0,16,6,6,1,111.51,New,30.5,Yes,3,Loyal Mid-tier,0.9688172,69,239.5392939430475
10,2023-02-01,195,Female,0,Yes,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,64.21,645.02,90.6,27,0,0,1,64.5,New,67.7,No,0,Loyal Mid-tier,0.04390469,62,3806.234661958217
7,2023-05-26,264,Male,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.58,241.86,64.8,16,2,4,0,34.55,New,49.2,Yes,0,Loyal Mid-tier,0.28163594,65,1614.6668974936008
35,2021-01-14,77,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.23,2637.38,44.6,20,1,3,0,75.35,Loyal,61.5,No,0,Loyal Mid-tier,0.09013253,37,2532.625188882947
69,2018-04-01,312,Male,0,Yes,No,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,64.64,4453.33,99.3,25,2,2,0,64.54,Veteran,80.4,No,2,Veteran Champion,0.0021260525,3,193.50771869659425
5,2023-07-21,12,Female,0,No,No,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.97,115.74,60.4,14,1,3,1,23.15,New,49.0,No,0,Loyal Mid-tier,0.06410482,67,1440.3333608412743
13,2022-11-02,209,Male,0,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,97.37,1271.12,28.7,19,5,6,1,97.78,Regular,32.3,Yes,3,Loyal Mid-tier,0.94541246,59,313.5961547142267
21,2022-03-16,353,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.11,422.67,73.6,21,1,2,0,20.13,Regular,65.2,No,0,Loyal Mid-tier,0.0032492052,51,1022.2775592702626
60,2018-12-04,242,Female,0,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.31,2001.02,89.3,19,1,4,1,33.35,Veteran,69.3,No,2,Veteran Champion,0.013240796,12,394.4273817443848
29,2021-07-16,153,Female,0,No,No,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.37,2413.56,42.5,19,3,2,0,83.23,Loyal,56.3,No,0,Loyal Mid-tier,0.36050314,43,2292.5386987370252
1,2023-11-27,18,Male,0,Yes,Yes,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.24,21.22,48.8,12,4,8,0,21.22,New,32.1,Yes,3,Loyal Mid-tier,0.7815186,71,329.4787228345871
7,2023-05-31,262,Female,1,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,78.8,558.59,62.6,16,4,6,1,79.8,New,44.5,Yes,3,Loyal Mid-tier,0.81890917,65,927.5472402572632
12,2022-12-04,48,Male,0,No,No,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,90.32,1085.73,19.0,13,2,2,0,90.48,New,47.5,No,0,Loyal Mid-tier,0.21458675,60,4256.311566925048
53,2019-07-04,250,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,94.37,5002.06,29.3,16,4,5,0,94.38,Veteran,43.5,No,1,Veteran Champion,0.16166475,19,1503.1602992987634
69,2018-03-11,46,Male,0,No,No,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),82.92,5720.77,77.9,22,4,4,0,82.91,Veteran,66.4,No,1,Veteran Champion,0.024794562,3,242.59210063934324
38,2020-10-09,87,Male,0,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,84.74,3220.85,95.4,17,2,1,0,84.76,Loyal,69.6,No,2,Veteran Champion,0.011834297,34,2847.0634207749367
5,2023-07-10,4,Male,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.83,108.31,108.3,27,3,3,0,21.66,New,65.8,No,0,Loyal Mid-tier,0.06790385,67,1363.2931114780902
34,2021-02-20,204,Female,0,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,94.28,3213.63,53.5,10,2,4,0,94.52,Loyal,54.8,No,1,Veteran Champion,0.14388238,38,3067.1611805438993
37,2020-11-22,254,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,92.59,3419.17,71.5,24,3,2,1,92.41,Loyal,59.2,No,1,Veteran Champion,0.26654297,35,2376.877520594001
41,2020-07-12,336,Male,0,Yes,No,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,63.37,2603.4,80.3,22,0,0,2,63.5,Loyal,70.9,No,2,Veteran Champion,0.004405378,31,1955.8157645356655
36,2020-12-13,60,Female,1,No,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,86.7,3121.31,46.8,21,2,2,0,86.7,Loyal,54.7,No,0,Loyal Mid-tier,0.091110975,36,2836.8245192527775
17,2022-07-03,230,Female,0,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,43.87,745.08,76.0,21,0,0,0,43.83,Regular,67.1,No,0,Loyal Mid-tier,0.0069039133,55,2396.191956746578
36,2020-12-12,320,Female,0,No,Yes,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.59,3044.06,55.4,14,4,4,1,84.56,Loyal,50.3,No,1,Veteran Champion,0.5120504,36,1485.923669614792
3,2023-09-08,25,Male,1,Yes,No,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,60.35,186.52,88.9,22,3,2,0,62.17,New,61.7,No,0,Loyal Mid-tier,0.10168895,69,3740.7018295347693
69,2018-03-23,319,Male,0,Yes,Yes,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,89.95,6213.3,51.6,17,4,4,1,90.05,Veteran,53.6,No,1,Veteran Champion,0.042647433,3,258.34159334599974
23,2022-01-14,149,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,101.03,2322.19,65.1,8,3,4,0,100.96,Regular,46.1,Yes,3,Loyal Mid-tier,0.709582,49,1437.7057391893863
2,2023-10-15,1,Female,0,Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.22,45.24,61.5,15,3,2,0,22.62,New,50.8,No,0,Loyal Mid-tier,0.16108829,70,1363.5670969605444
30,2021-06-27,268,Male,1,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,78.18,2343.36,52.7,14,2,3,1,78.11,Loyal,48.0,Yes,0,Loyal Mid-tier,0.6093456,42,1282.7371127057077
51,2019-09-21,171,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.45,1501.81,63.2,16,0,1,0,29.45,Veteran,66.3,No,2,Veteran Champion,0.0020074188,21,617.2085081130266
7,2023-05-03,124,Male,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.1,555.92,39.6,16,1,2,0,79.42,New,40.9,No,0,Loyal Mid-tier,0.582574,65,2146.195728123188
11,2023-01-11,286,Male,0,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.88,361.02,83.0,16,0,1,1,32.82,New,65.6,No,0,Loyal Mid-tier,0.033960663,61,1937.5658227014542
47,2020-01-27,102,Male,0,Yes,No,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),95.42,4478.18,88.6,18,3,2,2,95.28,Loyal,58.0,No,1,Veteran Champion,0.030530127,25,2312.670315951109
15,2022-09-28,137,Female,0,Yes,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.52,413.66,100.5,15,1,1,0,27.58,Regular,67.0,No,2,Veteran Champion,0.003436699,57,1563.249079055786
43,2020-05-04,281,Female,0,Yes,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,88.4,3794.65,57.1,11,4,5,2,88.25,Loyal,40.1,Yes,1,Veteran Champion,0.56690925,29,1110.2714374780655
3,2023-09-05,21,Female,0,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.57,228.11,40.4,13,4,5,2,76.04,New,29.1,Yes,3,Loyal Mid-tier,0.9275867,69,392.57653290152547
1,2023-11-22,5,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,22.47,43.5,18,1,1,0,22.47,New,47.5,Yes,0,Loyal Mid-tier,0.28187758,71,1019.7338402271271
51,2019-09-03,65,Male,1,No,No,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,85.96,4374.98,58.2,13,4,5,0,85.78,Veteran,48.5,No,1,Veteran Champion,0.6519241,21,628.3327391266822
5,2023-07-31,12,Male,0,No,No,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.94,397.36,97.7,23,2,1,1,79.47,New,61.5,No,0,Loyal Mid-tier,0.23281646,67,4057.618411297798
16,2022-08-03,150,Male,0,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),99.11,1583.78,70.6,23,3,4,1,98.99,Regular,46.8,Yes,3,Loyal Mid-tier,0.73091274,56,1493.4773192167281
12,2022-12-06,25,Female,0,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,79.68,963.12,95.0,26,3,7,0,80.26,New,56.1,No,3,Loyal Mid-tier,0.27370057,60,3472.292195892334
13,2022-11-11,327,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.29,328.08,57.9,15,1,5,0,25.24,Regular,53.0,No,0,Loyal Mid-tier,0.032943767,59,1442.9542486792802
71,2018-01-11,127,Female,0,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.0,1420.01,88.0,22,2,2,0,20.0,Veteran,81.3,No,2,Veteran Champion,0.0018484155,1,19.963032007217407
22,2022-02-07,103,Male,1,No,No,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),82.84,1820.67,17.6,14,4,3,2,82.76,Regular,42.5,Yes,3,Loyal Mid-tier,0.79462004,50,850.6838064193726
6,2023-06-27,20,Male,0,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.28,504.88,45.1,10,3,2,2,84.15,New,34.2,No,3,Loyal Mid-tier,0.88241297,66,669.5969902181625
0,2023-12-18,14,Male,0,Yes,No,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.29,0.0,45.2,19,5,5,2,65.29,New,29.3,Yes,3,Loyal Mid-tier,0.90589845,72,442.3600858783722
4,2023-08-24,17,Female,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.0,79.63,70.7,26,3,4,0,19.91,New,55.7,No,0,Loyal Mid-tier,0.1192346,68,1197.8409147262573
10,2023-02-04,19,Female,0,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,104.24,1044.07,48.9,15,5,6,1,104.41,New,33.1,Yes,3,Loyal Mid-tier,0.9513162,62,314.63770052909854
22,2022-02-23,43,Male,0,Yes,No,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),69.94,1528.96,80.7,23,1,0,0,69.5,Regular,70.4,No,2,Veteran Champion,0.0074041635,50,3471.1076924204826
55,2019-05-25,36,Male,0,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,53.34,2935.64,64.9,18,1,2,1,53.38,Veteran,66.3,No,2,Veteran Champion,0.0025541186,17,904.4639763057232
67,2018-05-27,293,Female,0,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,77.6,5195.96,102.8,23,3,3,0,77.55,Veteran,78.7,Yes,1,Veteran Champion,0.013258345,5,382.85576486587524
3,2023-09-25,19,Male,0,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),77.95,236.68,94.9,23,2,3,0,78.89,New,57.7,No,0,Loyal Mid-tier,0.060756747,69,5051.766820183397
5,2023-07-25,27,Male,0,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,102.16,510.99,111.5,22,8,8,1,102.2,New,39.6,Yes,3,Loyal Mid-tier,0.9287822,67,487.4657312583923
17,2022-07-29,231,Female,1,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),46.51,788.0,66.6,15,0,3,1,46.35,Regular,61.0,No,0,Loyal Mid-tier,0.022876369,55,2499.531071346998
12,2022-12-23,295,Male,0,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,68.73,837.15,96.7,18,2,1,0,69.76,New,62.5,No,0,Loyal Mid-tier,0.041499007,60,3952.6663468122483
5,2023-07-26,13,Female,0,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.32,147.47,60.3,21,1,1,1,29.49,New,47.9,No,0,Loyal Mid-tier,0.058459923,67,1849.598960235119
42,2020-06-22,88,Male,0,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.88,1003.82,68.8,18,1,0,1,23.9,Loyal,60.9,No,2,Veteran Champion,0.0018688508,30,715.0611601352691
0,2023-12-25,22,Male,0,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,78.55,0.0,29.3,15,5,6,0,78.55,New,25.7,Yes,3,Loyal Mid-tier,0.9334915,72,376.14531404972075
18,2022-06-08,126,Male,0,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.22,1347.42,59.8,15,3,5,0,74.86,Regular,50.4,Yes,3,Loyal Mid-tier,0.521821,54,1942.3056270217896
35,2021-01-05,159,Male,0,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.84,1674.05,46.1,13,1,1,1,47.83,Loyal,57.8,No,0,Loyal Mid-tier,0.033995382,37,1709.9054401779176
22,2022-02-17,149,Male,1,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.35,1192.59,38.9,12,1,4,1,54.21,Regular,41.7,No,0,Loyal Mid-tier,0.47754827,50,1419.7626534104347
28,2021-08-14,282,Male,0,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,67.94,1905.24,64.9,12,1,3,0,68.04,Loyal,55.9,No,0,Loyal Mid-tier,0.13143916,44,2596.4410644102095
58,2019-02-22,319,Male,0,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,120.0,6956.03,77.2,26,4,5,1,119.93,Veteran,67.0,No,1,Veteran Champion,0.05161155,14,1593.2926082611084
14,2022-10-20,219,Male,1,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.13,1353.74,73.4,24,2,2,3,96.7,Regular,50.7,Yes,0,Loyal Mid-tier,0.80114037,58,1108.7498326861858
42,2020-06-12,208,Male,1,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),67.63,2841.97,84.6,19,0,0,0,67.67,Loyal,72.4,No,2,Veteran Champion,0.0066989786,30,2015.3084678292273
